ensembl_id,ensembl_base_id,gene_symbol,gene_description
ENSG00000031823.14,ENSG00000031823,RANBP3,NA
ENSG00000032219.19,ENSG00000032219,ARID4A,NA
ENSG00000032389.13,ENSG00000032389,EIPR1,NA
ENSG00000032444.17,ENSG00000032444,PNPLA6,NA
ENSG00000032742.18,ENSG00000032742,IFT88,NA
ENSG00000033011.13,ENSG00000033011,ALG1,NA
ENSG00000033030.15,ENSG00000033030,ZCCHC8,NA
ENSG00000033050.9,ENSG00000033050,ABCF2,NA
ENSG00000033100.16,ENSG00000033100,CHPF2,NA
ENSG00000033122.21,ENSG00000033122,LRRC7,NA
ENSG00000033170.17,ENSG00000033170,FUT8,NA
ENSG00000033178.13,ENSG00000033178,UBA6,NA
ENSG00000033327.13,ENSG00000033327,GAB2,NA
ENSG00000033627.17,ENSG00000033627,ATP6V0A1,NA
ENSG00000033800.14,ENSG00000033800,PIAS1,NA
ENSG00000033867.16,ENSG00000033867,SLC4A7,NA
ENSG00000034053.14,ENSG00000034053,APBA2,NA
ENSG00000034152.19,ENSG00000034152,MAP2K3,NA
ENSG00000034239.11,ENSG00000034239,EFCAB1,NA
ENSG00000034510.6,ENSG00000034510,TMSB10,NA
ENSG00000034533.12,ENSG00000034533,ASTE1,NA
ENSG00000034677.13,ENSG00000034677,RNF19A,NA
ENSG00000034693.15,ENSG00000034693,PEX3,NA
ENSG00000034713.8,ENSG00000034713,GABARAPL2,NA
ENSG00000034971.17,ENSG00000034971,MYOC,NA
ENSG00000035115.22,ENSG00000035115,SH3YL1,NA
ENSG00000035141.8,ENSG00000035141,FAM136A,NA
ENSG00000035403.18,ENSG00000035403,VCL,NA
ENSG00000035499.13,ENSG00000035499,DEPDC1B,NA
ENSG00000035664.11,ENSG00000035664,DAPK2,NA
ENSG00000035681.9,ENSG00000035681,NSMAF,NA
ENSG00000035687.10,ENSG00000035687,ADSS2,NA
ENSG00000035720.8,ENSG00000035720,STAP1,NA
ENSG00000035862.12,ENSG00000035862,TIMP2,NA
ENSG00000035928.16,ENSG00000035928,RFC1,NA
ENSG00000036054.13,ENSG00000036054,TBC1D23,NA
ENSG00000036257.13,ENSG00000036257,CUL3,NA
ENSG00000036448.10,ENSG00000036448,MYOM2,NA
ENSG00000036530.9,ENSG00000036530,CYP46A1,NA
ENSG00000036549.13,ENSG00000036549,ZZZ3,NA
ENSG00000036565.15,ENSG00000036565,SLC18A1,NA
ENSG00000036672.16,ENSG00000036672,USP2,NA
ENSG00000036828.17,ENSG00000036828,CASR,NA
ENSG00000037042.9,ENSG00000037042,TUBG2,NA
ENSG00000037241.7,ENSG00000037241,RPL26L1,NA
ENSG00000037280.16,ENSG00000037280,FLT4,NA
ENSG00000037474.15,ENSG00000037474,NSUN2,NA
ENSG00000037637.11,ENSG00000037637,FBXO42,NA
ENSG00000037749.12,ENSG00000037749,MFAP3,NA
ENSG00000037757.14,ENSG00000037757,MRI1,NA
ENSG00000037897.17,ENSG00000037897,METTL1,NA
ENSG00000037965.6,ENSG00000037965,HOXC8,NA
ENSG00000038002.9,ENSG00000038002,AGA,NA
ENSG00000038210.14,ENSG00000038210,PI4K2B,NA
ENSG00000038219.13,ENSG00000038219,BOD1L1,NA
ENSG00000038274.17,ENSG00000038274,MAT2B,NA
ENSG00000038295.8,ENSG00000038295,TLL1,NA
ENSG00000038358.15,ENSG00000038358,EDC4,NA
ENSG00000038382.20,ENSG00000038382,TRIO,NA
ENSG00000038427.16,ENSG00000038427,VCAN,NA
ENSG00000038532.16,ENSG00000038532,CLEC16A,NA
ENSG00000038945.15,ENSG00000038945,MSR1,NA
ENSG00000039068.19,ENSG00000039068,CDH1,NA
ENSG00000039123.16,ENSG00000039123,MTREX,NA
ENSG00000039139.9,ENSG00000039139,DNAH5,NA
ENSG00000039319.17,ENSG00000039319,ZFYVE16,NA
ENSG00000039523.20,ENSG00000039523,RIPOR1,NA
ENSG00000039537.14,ENSG00000039537,C6,NA
ENSG00000039560.14,ENSG00000039560,RAI14,NA
ENSG00000039600.11,ENSG00000039600,SOX30,NA
ENSG00000039650.12,ENSG00000039650,PNKP,NA
ENSG00000040199.18,ENSG00000040199,PHLPP2,NA
ENSG00000040275.17,ENSG00000040275,SPDL1,NA
ENSG00000040341.18,ENSG00000040341,STAU2,NA
ENSG00000040487.13,ENSG00000040487,SLC66A1,NA
ENSG00000040531.16,ENSG00000040531,CTNS,NA
ENSG00000040608.14,ENSG00000040608,RTN4R,NA
ENSG00000040633.13,ENSG00000040633,PHF23,NA
ENSG00000040933.16,ENSG00000040933,INPP4A,NA
ENSG00000041353.10,ENSG00000041353,RAB27B,NA
ENSG00000041357.16,ENSG00000041357,PSMA4,NA
ENSG00000041515.16,ENSG00000041515,MYO16,NA
ENSG00000041802.11,ENSG00000041802,LSG1,NA
ENSG00000041880.14,ENSG00000041880,PARP3,NA
ENSG00000041982.16,ENSG00000041982,TNC,NA
ENSG00000041988.15,ENSG00000041988,THAP3,NA
ENSG00000042062.13,ENSG00000042062,RIPOR3,NA
ENSG00000042088.14,ENSG00000042088,TDP1,NA
ENSG00000042286.15,ENSG00000042286,AIFM2,NA
ENSG00000042317.17,ENSG00000042317,SPATA7,NA
ENSG00000042429.12,ENSG00000042429,MED17,NA
ENSG00000042445.14,ENSG00000042445,RETSAT,NA
ENSG00000042493.16,ENSG00000042493,CAPG,NA
ENSG00000042753.12,ENSG00000042753,AP2S1,NA
ENSG00000042781.14,ENSG00000042781,USH2A,NA
ENSG00000042813.8,ENSG00000042813,ZPBP,NA
ENSG00000042832.12,ENSG00000042832,TG,NA
ENSG00000042980.13,ENSG00000042980,ADAM28,NA
ENSG00000043039.7,ENSG00000043039,BARX2,NA
ENSG00000043093.15,ENSG00000043093,DCUN1D1,NA
ENSG00000043143.20,ENSG00000043143,JADE2,NA
ENSG00000043355.12,ENSG00000043355,ZIC2,NA
ENSG00000043462.13,ENSG00000043462,LCP2,NA
ENSG00000043514.17,ENSG00000043514,TRIT1,NA
ENSG00000043591.6,ENSG00000043591,ADRB1,NA
ENSG00000044012.4,ENSG00000044012,GUCA2B,NA
ENSG00000044090.10,ENSG00000044090,CUL7,NA
ENSG00000044115.21,ENSG00000044115,CTNNA1,NA
ENSG00000044446.12,ENSG00000044446,PHKA2,NA
ENSG00000044459.15,ENSG00000044459,CNTLN,NA
ENSG00000044524.11,ENSG00000044524,EPHA3,NA
ENSG00000044574.8,ENSG00000044574,HSPA5,NA
ENSG00000046604.13,ENSG00000046604,DSG2,NA
ENSG00000046647.13,ENSG00000046647,GEMIN8,NA
ENSG00000046651.15,ENSG00000046651,OFD1,NA
ENSG00000046653.15,ENSG00000046653,GPM6B,NA
ENSG00000046774.10,ENSG00000046774,MAGEC2,NA
ENSG00000046889.19,ENSG00000046889,PREX2,NA
ENSG00000047056.16,ENSG00000047056,WDR37,NA
ENSG00000047188.16,ENSG00000047188,YTHDC2,NA
ENSG00000047230.15,ENSG00000047230,CTPS2,NA
ENSG00000047249.18,ENSG00000047249,ATP6V1H,NA
ENSG00000047315.17,ENSG00000047315,POLR2B,NA
ENSG00000047346.12,ENSG00000047346,FAM214A,NA
ENSG00000047365.12,ENSG00000047365,ARAP2,NA
ENSG00000047410.14,ENSG00000047410,TPR,NA
ENSG00000047457.14,ENSG00000047457,CP,NA
ENSG00000047578.13,ENSG00000047578,KATNIP,NA
ENSG00000047579.20,ENSG00000047579,DTNBP1,NA
ENSG00000047597.7,ENSG00000047597,XK,NA
ENSG00000047617.15,ENSG00000047617,ANO2,NA
ENSG00000047621.12,ENSG00000047621,C12orf4,NA
ENSG00000047634.15,ENSG00000047634,SCML1,NA
ENSG00000047644.19,ENSG00000047644,WWC3,NA
ENSG00000047648.23,ENSG00000047648,ARHGAP6,NA
ENSG00000047662.5,ENSG00000047662,FAM184B,NA
ENSG00000047849.21,ENSG00000047849,MAP4,NA
ENSG00000047932.14,ENSG00000047932,GOPC,NA
ENSG00000047936.11,ENSG00000047936,ROS1,NA
ENSG00000048028.11,ENSG00000048028,USP28,NA
ENSG00000048052.22,ENSG00000048052,HDAC9,NA
ENSG00000048140.18,ENSG00000048140,TSPAN17,NA
ENSG00000048162.21,ENSG00000048162,NOP16,NA
ENSG00000048342.17,ENSG00000048342,CC2D2A,NA
ENSG00000048392.12,ENSG00000048392,RRM2B,NA
ENSG00000048405.10,ENSG00000048405,ZNF800,NA
ENSG00000048462.11,ENSG00000048462,TNFRSF17,NA
ENSG00000048471.14,ENSG00000048471,SNX29,NA
ENSG00000048540.15,ENSG00000048540,LMO3,NA
ENSG00000048544.6,ENSG00000048544,MRPS10,NA
ENSG00000048649.13,ENSG00000048649,RSF1,NA
ENSG00000048707.15,ENSG00000048707,VPS13D,NA
ENSG00000048740.18,ENSG00000048740,CELF2,NA
ENSG00000048828.17,ENSG00000048828,FAM120A,NA
ENSG00000048991.16,ENSG00000048991,R3HDM1,NA
ENSG00000049089.15,ENSG00000049089,COL9A2,NA
ENSG00000049130.16,ENSG00000049130,KITLG,NA
ENSG00000049167.15,ENSG00000049167,ERCC8,NA
ENSG00000049192.15,ENSG00000049192,ADAMTS6,NA
ENSG00000049239.13,ENSG00000049239,H6PD,NA
ENSG00000049245.13,ENSG00000049245,VAMP3,NA
ENSG00000049246.14,ENSG00000049246,PER3,NA
ENSG00000049247.14,ENSG00000049247,UTS2,NA
ENSG00000049249.9,ENSG00000049249,TNFRSF9,NA
ENSG00000049283.18,ENSG00000049283,EPN3,NA
ENSG00000049323.16,ENSG00000049323,LTBP1,NA
ENSG00000049449.10,ENSG00000049449,RCN1,NA
ENSG00000049540.18,ENSG00000049540,ELN,NA
ENSG00000049541.11,ENSG00000049541,RFC2,NA
ENSG00000049618.24,ENSG00000049618,ARID1B,NA
ENSG00000049656.14,ENSG00000049656,CLPTM1L,NA
ENSG00000049759.19,ENSG00000049759,NEDD4L,NA
ENSG00000049768.16,ENSG00000049768,FOXP3,NA
ENSG00000049769.14,ENSG00000049769,PPP1R3F,NA
ENSG00000049860.14,ENSG00000049860,HEXB,NA
ENSG00000049883.15,ENSG00000049883,PTCD2,NA
ENSG00000050030.16,ENSG00000050030,NEXMIF,NA
ENSG00000050130.18,ENSG00000050130,JKAMP,NA
ENSG00000050165.18,ENSG00000050165,DKK3,NA
ENSG00000050327.15,ENSG00000050327,ARHGEF5,NA
ENSG00000050344.9,ENSG00000050344,NFE2L3,NA
ENSG00000050393.11,ENSG00000050393,MCUR1,NA
ENSG00000050405.13,ENSG00000050405,LIMA1,NA
ENSG00000050426.16,ENSG00000050426,LETMD1,NA
ENSG00000050438.17,ENSG00000050438,SLC4A8,NA
ENSG00000050555.19,ENSG00000050555,LAMC3,NA
ENSG00000050628.20,ENSG00000050628,PTGER3,NA
ENSG00000050730.16,ENSG00000050730,TNIP3,NA
ENSG00000050748.18,ENSG00000050748,MAPK9,NA
ENSG00000050767.17,ENSG00000050767,COL23A1,NA
ENSG00000050820.17,ENSG00000050820,BCAR1,NA
ENSG00000051009.11,ENSG00000051009,FAM160A2,NA
ENSG00000051108.15,ENSG00000051108,HERPUD1,NA
ENSG00000051128.19,ENSG00000051128,HOMER3,NA
ENSG00000051180.17,ENSG00000051180,RAD51,NA
ENSG00000051341.14,ENSG00000051341,POLQ,NA
ENSG00000051382.9,ENSG00000051382,PIK3CB,NA
ENSG00000051523.11,ENSG00000051523,CYBA,NA
ENSG00000051596.10,ENSG00000051596,THOC3,NA
ENSG00000051620.11,ENSG00000051620,HEBP2,NA
ENSG00000051825.15,ENSG00000051825,MPHOSPH9,NA
ENSG00000052126.14,ENSG00000052126,PLEKHA5,NA
ENSG00000052344.16,ENSG00000052344,PRSS8,NA
ENSG00000052723.12,ENSG00000052723,SIKE1,NA
ENSG00000052749.14,ENSG00000052749,RRP12,NA
ENSG00000052795.13,ENSG00000052795,FNIP2,NA
ENSG00000052802.13,ENSG00000052802,MSMO1,NA
ENSG00000052841.15,ENSG00000052841,TTC17,NA
ENSG00000052850.8,ENSG00000052850,ALX4,NA
ENSG00000053108.17,ENSG00000053108,FSTL4,NA
ENSG00000053254.16,ENSG00000053254,FOXN3,NA
ENSG00000053328.8,ENSG00000053328,METTL24,NA
ENSG00000053371.12,ENSG00000053371,AKR7A2,NA
ENSG00000053372.5,ENSG00000053372,MRTO4,NA
ENSG00000053438.11,ENSG00000053438,NNAT,NA
ENSG00000053501.13,ENSG00000053501,USE1,NA
ENSG00000053524.12,ENSG00000053524,MCF2L2,NA
ENSG00000053702.15,ENSG00000053702,NRIP2,NA
ENSG00000053747.17,ENSG00000053747,LAMA3,NA
ENSG00000053770.12,ENSG00000053770,AP5M1,NA
ENSG00000053900.11,ENSG00000053900,ANAPC4,NA
ENSG00000053918.18,ENSG00000053918,KCNQ1,NA
ENSG00000054116.12,ENSG00000054116,TRAPPC3,NA
ENSG00000054118.15,ENSG00000054118,THRAP3,NA
ENSG00000054148.18,ENSG00000054148,PHPT1,NA
ENSG00000054179.12,ENSG00000054179,ENTPD2,NA
ENSG00000054219.11,ENSG00000054219,LY75,NA
ENSG00000054267.22,ENSG00000054267,ARID4B,NA
ENSG00000054277.14,ENSG00000054277,OPN3,NA
ENSG00000054282.16,ENSG00000054282,SDCCAG8,NA
ENSG00000054356.14,ENSG00000054356,PTPRN,NA
ENSG00000054392.13,ENSG00000054392,HHAT,NA
ENSG00000054523.18,ENSG00000054523,KIF1B,NA
ENSG00000054598.9,ENSG00000054598,FOXC1,NA
ENSG00000054611.14,ENSG00000054611,TBC1D22A,NA
ENSG00000054654.19,ENSG00000054654,SYNE2,NA
ENSG00000054690.14,ENSG00000054690,PLEKHH1,NA
ENSG00000054793.14,ENSG00000054793,ATP9A,NA
ENSG00000054803.4,ENSG00000054803,CBLN4,NA
ENSG00000054938.16,ENSG00000054938,CHRDL2,NA
ENSG00000054965.11,ENSG00000054965,FAM168A,NA
ENSG00000054967.13,ENSG00000054967,RELT,NA
ENSG00000054983.17,ENSG00000054983,GALC,NA
ENSG00000055044.11,ENSG00000055044,NOP58,NA
ENSG00000055070.17,ENSG00000055070,SZRD1,NA
ENSG00000055118.16,ENSG00000055118,KCNH2,NA
ENSG00000055130.17,ENSG00000055130,CUL1,NA
ENSG00000055147.19,ENSG00000055147,FAM114A2,NA
ENSG00000055163.20,ENSG00000055163,CYFIP2,NA
ENSG00000055208.19,ENSG00000055208,TAB2,NA
ENSG00000055211.14,ENSG00000055211,GINM1,NA
ENSG00000055332.18,ENSG00000055332,EIF2AK2,NA
ENSG00000055483.19,ENSG00000055483,USP36,NA
ENSG00000055609.19,ENSG00000055609,KMT2C,NA
ENSG00000055732.13,ENSG00000055732,MCOLN3,NA
ENSG00000055813.6,ENSG00000055813,CCDC85A,NA
ENSG00000055917.16,ENSG00000055917,PUM2,NA
ENSG00000055950.16,ENSG00000055950,MRPL43,NA
ENSG00000055955.17,ENSG00000055955,ITIH4,NA
ENSG00000055957.11,ENSG00000055957,ITIH1,NA
ENSG00000056050.7,ENSG00000056050,HPF1,NA
ENSG00000056097.16,ENSG00000056097,ZFR,NA
ENSG00000056277.16,ENSG00000056277,ZNF280C,NA
ENSG00000056291.17,ENSG00000056291,NPFFR2,NA
ENSG00000056487.16,ENSG00000056487,PHF21B,NA
ENSG00000056558.11,ENSG00000056558,TRAF1,NA
ENSG00000056586.16,ENSG00000056586,RC3H2,NA
ENSG00000056736.10,ENSG00000056736,IL17RB,NA
ENSG00000056972.20,ENSG00000056972,TRAF3IP2,NA
ENSG00000056998.20,ENSG00000056998,GYG2,NA
ENSG00000057019.16,ENSG00000057019,DCBLD2,NA
ENSG00000057149.16,ENSG00000057149,SERPINB3,NA
ENSG00000057252.13,ENSG00000057252,SOAT1,NA
ENSG00000057294.15,ENSG00000057294,PKP2,NA
ENSG00000057468.7,ENSG00000057468,MSH4,NA
ENSG00000057593.14,ENSG00000057593,F7,NA
ENSG00000057608.17,ENSG00000057608,GDI2,NA
ENSG00000057657.17,ENSG00000057657,PRDM1,NA
ENSG00000057663.16,ENSG00000057663,ATG5,NA
ENSG00000057704.13,ENSG00000057704,TMCC3,NA
ENSG00000057757.10,ENSG00000057757,PITHD1,NA
ENSG00000057935.14,ENSG00000057935,MTA3,NA
ENSG00000058056.9,ENSG00000058056,USP13,NA
ENSG00000058063.16,ENSG00000058063,ATP11B,NA
ENSG00000058085.15,ENSG00000058085,LAMC2,NA
ENSG00000058091.17,ENSG00000058091,CDK14,NA
ENSG00000058262.10,ENSG00000058262,SEC61A1,NA
ENSG00000058272.19,ENSG00000058272,PPP1R12A,NA
ENSG00000058335.16,ENSG00000058335,RASGRF1,NA
ENSG00000058404.20,ENSG00000058404,CAMK2B,NA
ENSG00000058453.17,ENSG00000058453,CROCC,NA
ENSG00000058600.16,ENSG00000058600,POLR3E,NA
ENSG00000058668.15,ENSG00000058668,ATP2B4,NA
ENSG00000058673.17,ENSG00000058673,ZC3H11A,NA
ENSG00000058729.11,ENSG00000058729,RIOK2,NA
ENSG00000058799.15,ENSG00000058799,YIPF1,NA
ENSG00000058804.12,ENSG00000058804,NDC1,NA
ENSG00000058866.15,ENSG00000058866,DGKG,NA
ENSG00000059122.17,ENSG00000059122,FLYWCH1,NA
ENSG00000059145.19,ENSG00000059145,UNKL,NA
ENSG00000059377.18,ENSG00000059377,TBXAS1,NA
ENSG00000059378.13,ENSG00000059378,PARP12,NA
ENSG00000059573.9,ENSG00000059573,ALDH18A1,NA
ENSG00000059588.10,ENSG00000059588,TARBP1,NA
ENSG00000059691.12,ENSG00000059691,GATB,NA
ENSG00000059728.11,ENSG00000059728,MXD1,NA
ENSG00000059758.8,ENSG00000059758,CDK17,NA
ENSG00000059769.20,ENSG00000059769,DNAJC25,NA
ENSG00000059804.16,ENSG00000059804,SLC2A3,NA
ENSG00000059915.17,ENSG00000059915,PSD,NA
ENSG00000060069.17,ENSG00000060069,CTDP1,NA
ENSG00000060138.13,ENSG00000060138,YBX3,NA
ENSG00000060140.9,ENSG00000060140,STYK1,NA
ENSG00000060237.18,ENSG00000060237,WNK1,NA
ENSG00000060339.14,ENSG00000060339,CCAR1,NA
ENSG00000060491.16,ENSG00000060491,OGFR,NA
ENSG00000060558.4,ENSG00000060558,GNA15,NA
ENSG00000060566.14,ENSG00000060566,CREB3L3,NA
ENSG00000060642.11,ENSG00000060642,PIGV,NA
ENSG00000060656.20,ENSG00000060656,PTPRU,NA
ENSG00000060688.13,ENSG00000060688,SNRNP40,NA
ENSG00000060709.15,ENSG00000060709,RIMBP2,NA
ENSG00000060718.22,ENSG00000060718,COL11A1,NA
ENSG00000060749.16,ENSG00000060749,QSER1,NA
ENSG00000060762.19,ENSG00000060762,MPC1,NA
ENSG00000060971.19,ENSG00000060971,ACAA1,NA
ENSG00000060982.15,ENSG00000060982,BCAT1,NA
ENSG00000061273.18,ENSG00000061273,HDAC7,NA
ENSG00000061337.15,ENSG00000061337,LZTS1,NA
ENSG00000061455.11,ENSG00000061455,PRDM6,NA
ENSG00000061656.10,ENSG00000061656,SPAG4,NA
ENSG00000061676.15,ENSG00000061676,NCKAP1,NA
ENSG00000061794.13,ENSG00000061794,MRPS35,NA
ENSG00000061918.14,ENSG00000061918,GUCY1B1,NA
ENSG00000061936.10,ENSG00000061936,SFSWAP,NA
ENSG00000061938.20,ENSG00000061938,TNK2,NA
ENSG00000061987.16,ENSG00000061987,MON2,NA
ENSG00000062038.14,ENSG00000062038,CDH3,NA
ENSG00000062096.15,ENSG00000062096,ARSF,NA
ENSG00000062194.16,ENSG00000062194,GPBP1,NA
ENSG00000062282.15,ENSG00000062282,DGAT2,NA
ENSG00000062370.17,ENSG00000062370,ZNF112,NA
ENSG00000062485.19,ENSG00000062485,CS,NA
ENSG00000062524.16,ENSG00000062524,LTK,NA
ENSG00000062582.14,ENSG00000062582,MRPS24,NA
ENSG00000062598.18,ENSG00000062598,ELMO2,NA
ENSG00000062650.19,ENSG00000062650,WAPL,NA
ENSG00000062716.13,ENSG00000062716,VMP1,NA
ENSG00000062725.10,ENSG00000062725,APPBP2,NA
ENSG00000062822.15,ENSG00000062822,POLD1,NA
ENSG00000063015.20,ENSG00000063015,SEZ6,NA
ENSG00000063046.18,ENSG00000063046,EIF4B,NA
ENSG00000063127.16,ENSG00000063127,SLC6A16,NA
ENSG00000063169.11,ENSG00000063169,BICRA,NA
ENSG00000063176.16,ENSG00000063176,SPHK2,NA
ENSG00000063177.13,ENSG00000063177,RPL18,NA
ENSG00000063180.9,ENSG00000063180,CA11,NA
ENSG00000063241.8,ENSG00000063241,ISOC2,NA
ENSG00000063244.13,ENSG00000063244,U2AF2,NA
ENSG00000063245.15,ENSG00000063245,EPN1,NA
ENSG00000063322.15,ENSG00000063322,MED29,NA
ENSG00000063438.19,ENSG00000063438,AHRR,NA
ENSG00000063587.15,ENSG00000063587,ZNF275,NA
ENSG00000063601.17,ENSG00000063601,MTMR1,NA
ENSG00000063660.9,ENSG00000063660,GPC1,NA
ENSG00000063761.16,ENSG00000063761,ADCK1,NA
ENSG00000063854.13,ENSG00000063854,HAGH,NA
ENSG00000063978.16,ENSG00000063978,RNF4,NA
ENSG00000064012.22,ENSG00000064012,CASP8,NA
ENSG00000064042.18,ENSG00000064042,LIMCH1,NA
ENSG00000064102.15,ENSG00000064102,INTS13,NA
ENSG00000064115.11,ENSG00000064115,TM7SF3,NA
ENSG00000064195.7,ENSG00000064195,DLX3,NA
ENSG00000064199.7,ENSG00000064199,SPA17,NA
ENSG00000064201.16,ENSG00000064201,TSPAN32,NA
ENSG00000064205.10,ENSG00000064205,CCN5,NA
ENSG00000064218.5,ENSG00000064218,DMRT3,NA
ENSG00000064225.12,ENSG00000064225,ST3GAL6,NA
ENSG00000064270.13,ENSG00000064270,ATP2C2,NA
ENSG00000064300.9,ENSG00000064300,NGFR,NA
ENSG00000064309.14,ENSG00000064309,CDON,NA
ENSG00000064313.12,ENSG00000064313,TAF2,NA
ENSG00000064393.16,ENSG00000064393,HIPK2,NA
ENSG00000064419.13,ENSG00000064419,TNPO3,NA
ENSG00000064490.14,ENSG00000064490,RFXANK,NA
ENSG00000064545.15,ENSG00000064545,TMEM161A,NA
ENSG00000064547.14,ENSG00000064547,LPAR2,NA
ENSG00000064601.20,ENSG00000064601,CTSA,NA
ENSG00000064607.17,ENSG00000064607,SUGP2,NA
ENSG00000064651.14,ENSG00000064651,SLC12A2,NA
ENSG00000064652.11,ENSG00000064652,SNX24,NA
ENSG00000064655.19,ENSG00000064655,EYA2,NA
ENSG00000064666.15,ENSG00000064666,CNN2,NA
ENSG00000064687.13,ENSG00000064687,ABCA7,NA
ENSG00000064692.20,ENSG00000064692,SNCAIP,NA
ENSG00000064703.12,ENSG00000064703,DDX20,NA
ENSG00000064726.10,ENSG00000064726,BTBD1,NA
ENSG00000064763.11,ENSG00000064763,FAR2,NA
ENSG00000064787.13,ENSG00000064787,BCAS1,NA
ENSG00000064835.11,ENSG00000064835,POU1F1,NA
ENSG00000064886.14,ENSG00000064886,CHI3L2,NA
ENSG00000064932.16,ENSG00000064932,SBNO2,NA
ENSG00000064933.18,ENSG00000064933,PMS1,NA
ENSG00000064961.19,ENSG00000064961,HMG20B,NA
ENSG00000064989.13,ENSG00000064989,CALCRL,NA
ENSG00000064995.18,ENSG00000064995,TAF11,NA
ENSG00000064999.15,ENSG00000064999,ANKS1A,NA
ENSG00000065000.19,ENSG00000065000,AP3D1,NA
ENSG00000065029.15,ENSG00000065029,ZNF76,NA
ENSG00000065054.14,ENSG00000065054,SLC9A3R2,NA
ENSG00000065057.9,ENSG00000065057,NTHL1,NA
ENSG00000065060.17,ENSG00000065060,UHRF1BP1,NA
ENSG00000065135.12,ENSG00000065135,GNAI3,NA
ENSG00000065150.21,ENSG00000065150,IPO5,NA
ENSG00000065154.12,ENSG00000065154,OAT,NA
ENSG00000065183.16,ENSG00000065183,WDR3,NA
ENSG00000065243.20,ENSG00000065243,PKN2,NA
ENSG00000065268.11,ENSG00000065268,WDR18,NA
ENSG00000065308.5,ENSG00000065308,TRAM2,NA
ENSG00000065320.9,ENSG00000065320,NTN1,NA
ENSG00000065325.13,ENSG00000065325,GLP2R,NA
ENSG00000065328.17,ENSG00000065328,MCM10,NA
ENSG00000065357.20,ENSG00000065357,DGKA,NA
ENSG00000065361.16,ENSG00000065361,ERBB3,NA
ENSG00000065371.17,ENSG00000065371,ROPN1,NA
ENSG00000065413.20,ENSG00000065413,ANKRD44,NA
ENSG00000065427.15,ENSG00000065427,KARS1,NA
ENSG00000065457.10,ENSG00000065457,ADAT1,NA
ENSG00000065485.20,ENSG00000065485,PDIA5,NA
ENSG00000065491.8,ENSG00000065491,TBC1D22B,NA
ENSG00000065518.8,ENSG00000065518,NDUFB4,NA
ENSG00000065526.12,ENSG00000065526,SPEN,NA
ENSG00000065534.19,ENSG00000065534,MYLK,NA
ENSG00000065548.18,ENSG00000065548,ZC3H15,NA
ENSG00000065559.15,ENSG00000065559,MAP2K4,NA
ENSG00000065600.13,ENSG00000065600,PACC1,NA
ENSG00000065609.14,ENSG00000065609,SNAP91,NA
ENSG00000065613.15,ENSG00000065613,SLK,NA
ENSG00000065615.14,ENSG00000065615,CYB5R4,NA
ENSG00000065618.21,ENSG00000065618,COL17A1,NA
ENSG00000065621.15,ENSG00000065621,GSTO2,NA
ENSG00000065665.21,ENSG00000065665,SEC61A2,NA
ENSG00000065675.15,ENSG00000065675,PRKCQ,NA
ENSG00000065717.15,ENSG00000065717,TLE2,NA
ENSG00000065802.12,ENSG00000065802,ASB1,NA
ENSG00000065809.13,ENSG00000065809,FAM107B,NA
ENSG00000065833.9,ENSG00000065833,ME1,NA
ENSG00000065882.16,ENSG00000065882,TBC1D1,NA
ENSG00000065883.16,ENSG00000065883,CDK13,NA
ENSG00000065911.13,ENSG00000065911,MTHFD2,NA
ENSG00000065923.10,ENSG00000065923,SLC9A7,NA
ENSG00000065970.9,ENSG00000065970,FOXJ2,NA
ENSG00000065978.19,ENSG00000065978,YBX1,NA
ENSG00000065989.16,ENSG00000065989,PDE4A,NA
ENSG00000066027.12,ENSG00000066027,PPP2R5A,NA
ENSG00000066032.18,ENSG00000066032,CTNNA2,NA
ENSG00000066044.15,ENSG00000066044,ELAVL1,NA
ENSG00000066056.14,ENSG00000066056,TIE1,NA
ENSG00000066084.13,ENSG00000066084,DIP2B,NA
ENSG00000066117.15,ENSG00000066117,SMARCD1,NA
ENSG00000066135.13,ENSG00000066135,KDM4A,NA
ENSG00000066136.20,ENSG00000066136,NFYC,NA
ENSG00000066185.13,ENSG00000066185,ZMYND12,NA
ENSG00000066230.12,ENSG00000066230,SLC9A3,NA
ENSG00000066248.15,ENSG00000066248,NGEF,NA
ENSG00000066279.18,ENSG00000066279,ASPM,NA
ENSG00000066294.15,ENSG00000066294,CD84,NA
ENSG00000066322.15,ENSG00000066322,ELOVL1,NA
ENSG00000066336.12,ENSG00000066336,SPI1,NA
ENSG00000066379.15,ENSG00000066379,POLR1H,NA
ENSG00000066382.16,ENSG00000066382,MPPED2,NA
ENSG00000066405.13,ENSG00000066405,CLDN18,NA
ENSG00000066422.5,ENSG00000066422,ZBTB11,NA
ENSG00000066427.24,ENSG00000066427,ATXN3,NA
ENSG00000066455.13,ENSG00000066455,GOLGA5,NA
ENSG00000066468.23,ENSG00000066468,FGFR2,NA
ENSG00000066557.6,ENSG00000066557,LRRC40,NA
ENSG00000066583.12,ENSG00000066583,ISOC1,NA
ENSG00000066629.18,ENSG00000066629,EML1,NA
ENSG00000066651.20,ENSG00000066651,TRMT11,NA
ENSG00000066654.14,ENSG00000066654,THUMPD1,NA
ENSG00000066697.15,ENSG00000066697,MSANTD3,NA
ENSG00000066735.14,ENSG00000066735,KIF26A,NA
ENSG00000066739.12,ENSG00000066739,ATG2B,NA
